dataset_id	source_filename	Column_or_Row_Name	Unit	Definition	Column_or_Row_Long_Name	Data_Type	Term_Type	Missing_value_code
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	qe_08	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	qe_09	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	qe_10	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	qe_11	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	qe_12	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	qe_ma	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	rareahload	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	RawCOMID_Used	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	RckDepWs	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	RdCrsSlpWtdWs	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	RdCrsWs	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	RdDensWs	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	reachcode	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Relative_error_percent	percent	Relative error in photo scale calculation.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	resolution	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Resolution_above_drone_meter_per_pixel	meters per pixel	Photo resolution estimated using drone height above ground.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Resolution_above_takeoff_meter_per_pixel	meters per pixel	Photo resolution estimated using drone height above take off point.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Resolution_manual_meter_per_pixel	meters per pixel	Photo resolution estimated using drone height measured manually.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Resolution_sonar_meter_per_pixel	meters per pixel	Photo resolution estimated using drone height measured from sonar.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Resolution_velocity_integrate_meter_per_pixel	meters per pixel	Photo resolution estimated using drone height computed from velocity integration.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	rpuid	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	rtndiv	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	RunoffWs	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	SandWs	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Scale_x_meter	meters	Photo size in meter.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Scale_y_meter	meters	Photo size in meter.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	shape_length	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Shear_velocity_meter_per_second	meters per second	Shear velocity of the photo location.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	site	N/A	Site name.		text	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Site_ID	N/A	Site ID.		text	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Slope	N/A	Slope of the photo location (non-dimensional value).		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	slope	N/A	Slope of the river reach.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	slopelenkm	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	SN_2008Ws	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Standard	N/A	ESS-DIVE Reporting Format (https://ess-dive.lbl.gov/data-reporting-formats/) or other standard applied to the data file.		text	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	startflag	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Stream_order	N/A	Stream order of the photo location (non-dimensional value).		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	streamcalc	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	streamleve	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	streamorde	N/A	Stream order of the photo location (non-dimensional value).		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Submission_Contact_Email	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Submission_Contact_Name	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	surfarea	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	SVA	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Term_Type	N/A	Indicates how the term is used in the data package (e.g., a column_header, row header, data flag, or other variable).		text	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	terminalfl	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	terminalpa	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Threshold_percent	percent	User defined probability threshold.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	tidal	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	TmaxSite	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	TmeanSite	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	TminSite	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	tomeas	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	tonode	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	totdasqkm	square kilometers	Total drainage area.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	totma	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Type	N/A	Machine learning (ML) stage: train; validation; testing; prediction.		text	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Unit	N/A	Unit of measurement that applies to a given column or row in the data package.		text	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	uphydroseq	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	uplevelpat	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Usage	N/A	The purpose of the photo usage.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	va_01	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	va_02	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	va_03	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	va_04	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	va_05	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	va_06	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	va_07	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	va_08	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	va_09	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	va_10	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	va_11	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	va_12	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	va_ma	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Valid	N/A	Indicator if photo is good based on visual checking. 1 is yes. 0 is no. Photos chosen for visual checking are based on photo resolution uncertainty. High uncertainty resolution photos are checked. The photos that are checked are assigned a value of 0 if they are not good and 1 if they are good. The photos that are not checked (due to low uncertainty) are assumed to be good and assigned a value of 1. Good refers to good for analysis and for machine learning. This assessment is based on skewness of the photo; lack of scale; or large area of non-river objects.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vc_01	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vc_02	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vc_03	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vc_04	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vc_05	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vc_06	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vc_07	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vc_08	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vc_09	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vc_10	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vc_11	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vc_12	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vc_ma	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	ve_01	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	ve_02	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	ve_03	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	ve_04	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	ve_05	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	ve_06	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	ve_07	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	ve_08	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	ve_09	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	ve_10	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	ve_11	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	ve_12	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	ve_ma	meters per second	Mean annual velocity.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Velocity_meter_per_second	meters per second	Flow velocity at the photo location.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Velocity_meter_per_second_max	meters per second	Maximum velocity for a site.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Velocity_meter_per_second_mean	meters per second	Mean velocity for a site.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Velocity_meter_per_second_median	meters per second	Median velocity for a site.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Velocity_meter_per_second_min	meters per second	Minimum velocity for a site.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Velocity_meter_per_second_rms	meters per second	Root mean square of velocity for a site.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	Velocity_meter_per_second_std	meters per second	Standard deviation of velocity for a site.		numeric	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vpuid	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vpuin	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	vpuout	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
ess-dive-af74adc4f937e50-20250905T193914746	v2_Chen_2024_YOLO_dd.csv	wbareacomi	N/A	This header is not defined in this data package because it was not used in this analysis. Refer to the citations in the readme for the original source and definition.		N/A	column_header	"""N/A""; ""-9999""; """"; ""NA"""
