ID,Label (description),Category,EcoSIM Other Names,EcoSIM Variable Name,File Name,Definition,Comment,Related Synonyms,Exact Synonyms,Type,DbXrefs,has_units,qualifiers,attributes,measured_ins,measurement_ofs,contexts,value_types,Parents,Group Curated?,Definition Curated?,Definition Source,Comment from Ulas,Comment from Joan,Comment from John-Marc,Comment from Jinyun,Comment from Harry,Comment from Chris
BERVO:0000258,Gaseous nitrous oxide diffusivity,Chemical tracer parameters for modeling,,Z2SG,ChemTracerParsMod.txt,The rate at which nitrous oxide molecules move through air due to concentration gradients and molecular motion. This parameter is crucial for modeling nitrous oxide emissions from soils and understanding greenhouse gas transport processes and atmospheric nitrous oxide budgets in Earth system models.,,,,Class,,m2 h-1,,Diffusivity,Air,Nitrous oxide,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000259,Aqueous nitrous oxide diffusivity,Chemical tracer parameters for modeling,,ZVSG,ChemTracerParsMod.txt,The rate at which dissolved nitrous oxide molecules move through aqueous solutions due to concentration gradients and Brownian motion. This parameter controls nitrous oxide transport in soil water and is essential for modeling nitrous oxide production and emission pathways from terrestrial and aquatic systems.,,,,Class,,m2 h-1,,Diffusivity,Water,Nitrous oxide,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000260,Gaseous ammonia diffusivity,Chemical tracer parameters for modeling,,ZHSG,ChemTracerParsMod.txt,"The rate at which ammonia molecules move through air due to concentration gradients and molecular motion. This parameter governs atmospheric ammonia transport and is crucial for modeling ammonia emissions from fertilizers and livestock operations, as well as nitrogen deposition and ecosystem eutrophication processes.",,,,Class,,m2 h-1,,Diffusivity,Air,Ammonia,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000261,Aqueous ammonia diffusivity,Chemical tracer parameters for modeling,,ZNSG,ChemTracerParsMod.txt,"The rate at which dissolved ammonia molecules move through aqueous solutions due to concentration gradients and Brownian motion. This parameter controls ammonia transport in soil water and surface waters and is essential for modeling ammonia volatilization, nitrification processes, and nitrogen cycling in terrestrial and aquatic ecosystems.",,,,Class,,m2 h-1,,Diffusivity,Water,Ammonia,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000262,Aqueous nitrate diffusivity,Chemical tracer parameters for modeling,,ZOSG,ChemTracerParsMod.txt,"The rate at which nitrate ions move through aqueous solutions due to concentration gradients and ionic mobility. This parameter governs nitrate transport in soil water and groundwater systems and is fundamental for modeling nitrate leaching, denitrification processes, and groundwater contamination in agricultural and natural environments.",,,,Class,,m2 h-1,,Diffusivity,Water,Nitrate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000263,Aqueous phosphate diffusivity,Chemical tracer parameters for modeling,,POSG,ChemTracerParsMod.txt,"The rate at which phosphate ions move through aqueous solutions due to concentration gradients and ionic mobility. This parameter controls phosphate transport in soil water and surface waters and is critical for modeling phosphorus cycling, eutrophication processes, and nutrient transport in terrestrial and aquatic ecosystems.",,,,Class,,m2 h-1,,Diffusivity,Water,Phosphate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000264,Aqueous dissolved organic carbon diffusivity,Chemical tracer parameters for modeling,,OCSG,ChemTracerParsMod.txt,"The rate at which dissolved organic carbon molecules move through aqueous solutions due to concentration gradients and molecular size-dependent mobility. This parameter controls the transport of organic carbon compounds in soil water and surface waters and is essential for modeling carbon cycling, microbial substrate availability, and organic matter decomposition in aquatic environments.",,,,Class,,m2 h-1,,Diffusivity,Water,Dissolved organic carbon,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000265,Aqueous dissolved organic nitrogen diffusivity,Chemical tracer parameters for modeling,,ONSG,ChemTracerParsMod.txt,"The rate at which dissolved organic nitrogen molecules move through aqueous solutions due to concentration gradients and molecular mobility characteristics. This parameter governs the transport of organic nitrogen compounds in soil and surface waters and is important for modeling nitrogen mineralization, microbial nitrogen uptake, and organic nitrogen cycling in terrestrial and aquatic systems.",,,,Class,,m2 h-1,,Diffusivity,Water,Dissolved organic nitrogen,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000266,Aqueous dissolved organic phosphate diffusivity,Chemical tracer parameters for modeling,,OPSG,ChemTracerParsMod.txt,"The rate at which dissolved organic phosphorus molecules move through aqueous solutions due to concentration gradients and molecular transport properties. This parameter controls the movement of organic phosphorus compounds in soil water and is crucial for modeling phosphorus mineralization, microbial phosphorus cycling, and organic phosphorus availability in terrestrial ecosystems.",,,,Class,,m2 h-1,,Diffusivity,Water,Dissolved organic phosphate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000267,Aqueous acetate diffusivity,Chemical tracer parameters for modeling,,OASG,ChemTracerParsMod.txt,"The rate at which acetate ions and molecules move through aqueous solutions due to concentration gradients and ionic mobility. This parameter governs the transport of this important organic acid intermediate in soil water and is essential for modeling anaerobic decomposition processes, methanogenesis, and organic matter cycling in waterlogged soils and sediments.",,,,Class,,m2 h-1,,Diffusivity,Water,Acetate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000268,Water vapor diffusivity,Chemical tracer parameters for modeling,,WGSG,ChemTracerParsMod.txt,"The rate at which water vapor molecules move through gaseous media due to concentration gradients and molecular kinetic properties. This parameter governs water vapor transport in the atmosphere and soil air spaces and is fundamental for modeling evapotranspiration, soil-atmosphere water exchange, and atmospheric humidity dynamics in Earth system models.",,,,Class,,m2 h-1,,Diffusivity,Air,Water vapor,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000269,Aqueous aluminum diffusivity,Chemical tracer parameters for modeling,,ALSG,ChemTracerParsMod.txt,"The rate at which aluminum ions move through aqueous solutions due to concentration gradients and ionic mobility. This parameter governs aluminum transport in soil water and is essential for modeling soil acidification effects, aluminum toxicity in plant systems, and the movement of aluminum species through terrestrial ecosystems under acidic conditions.",,,,Class,,m2 h-1,,Diffusivity,Water,Aluminum,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000270,Aqueous iron diffusivity,Chemical tracer parameters for modeling,,FESG,ChemTracerParsMod.txt,"The rate at which iron ions move through aqueous solutions due to concentration gradients and redox-dependent ionic mobility. This parameter controls iron transport in soil water and is crucial for modeling iron biogeochemical cycling, iron limitation in ecosystems, and the movement of iron species between different oxidation states in terrestrial and aquatic environments.",,,,Class,,m2 h-1,,Diffusivity,Water,Iron,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000271,Aqueous hydrogen diffusivity,Chemical tracer parameters for modeling,,HYSG,ChemTracerParsMod.txt,"The rate at which hydrogen ions move through aqueous solutions due to concentration gradients and extremely high ionic mobility. This parameter controls proton transport in soil water and is fundamental for modeling soil acidification, cation exchange processes, mineral weathering, and the movement of acidity through terrestrial and aquatic systems.",,,,Class,,m2 h-1,,Diffusivity,Water,Hydrogen,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000272,Aqueous calcium diffusivity,Chemical tracer parameters for modeling,,CASG,ChemTracerParsMod.txt,"The rate at which calcium ions move through aqueous solutions due to concentration gradients and ionic mobility properties. This parameter governs calcium transport in soil water and is essential for modeling nutrient cycling, plant calcium uptake, soil structural development, and calcium carbonate precipitation and dissolution processes in terrestrial systems.",,,,Class,,m2 h-1,,Diffusivity,Water,Calcium,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000273,Aqueous magnesium diffusivity,Chemical tracer parameters for modeling,,GMSG,ChemTracerParsMod.txt,"The rate at which magnesium ions move through aqueous solutions due to concentration gradients and divalent cation mobility characteristics. This parameter controls magnesium transport in soil water and is important for modeling nutrient cycling, plant magnesium uptake, chlorophyll synthesis, and magnesium mineral weathering processes in terrestrial ecosystems.",,,,Class,,m2 h-1,,Diffusivity,Water,Magnesium,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000274,Aqueous sodium diffusivity,Chemical tracer parameters for modeling,,ANSG,ChemTracerParsMod.txt,"The rate at which sodium ions move through aqueous solutions due to concentration gradients and high ionic mobility. This parameter governs sodium transport in soil water and is essential for modeling soil salinity effects, sodium toxicity in plants, salt accumulation processes, and sodium cycling in arid and irrigated agricultural systems.",,,,Class,,m2 h-1,,Diffusivity,Water,Sodium,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000275,Aqueous potassium diffusivity,Chemical tracer parameters for modeling,,AKSG,ChemTracerParsMod.txt,"The rate at which potassium ions move through aqueous solutions due to concentration gradients and monovalent cation mobility. This parameter controls potassium transport in soil water and is essential for modeling plant potassium nutrition, fertilizer movement, cation exchange processes, and potassium cycling in agricultural and natural ecosystems.",,,,Class,,m2 h-1,,Diffusivity,Water,Potassium,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000276,Aqueous hydroxide diffusivity,Chemical tracer parameters for modeling,,OHSG,ChemTracerParsMod.txt,"The rate at which hydroxide ions move through aqueous solutions due to concentration gradients and high anionic mobility. This parameter governs hydroxide transport in soil water and is crucial for modeling soil alkalinization, pH buffering processes, base neutralization reactions, and the movement of alkalinity through terrestrial and aquatic systems.",,,,Class,,m2 h-1,,Diffusivity,Water,Hydroxide,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000277,Aqueous carbonate diffusivity,Chemical tracer parameters for modeling,,C3SG,ChemTracerParsMod.txt,"The rate at which carbonate ions move through aqueous solutions due to concentration gradients and divalent anion mobility characteristics. This parameter controls carbonate transport in soil water and is fundamental for modeling carbonate mineral precipitation and dissolution, soil pH buffering, and inorganic carbon cycling in terrestrial and aquatic systems.",,,,Class,,m2 h-1,,Diffusivity,Water,Carbonate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000278,Aqueous bicarbonate diffusivity,Chemical tracer parameters for modeling,,HCSG,ChemTracerParsMod.txt,"The rate at which bicarbonate ions move through aqueous solutions due to concentration gradients and anionic mobility properties. This parameter governs bicarbonate transport in soil water and is essential for modeling carbonic acid system dynamics, soil pH buffering, weathering processes, and dissolved inorganic carbon transport in terrestrial ecosystems.",,,,Class,,m2 h-1,,Diffusivity,Water,Bicarbonate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000279,Aqueous sulfate diffusivity,Chemical tracer parameters for modeling,,SOSG,ChemTracerParsMod.txt,"The rate at which sulfate ions move through aqueous solutions due to concentration gradients and divalent anion mobility characteristics. This parameter controls sulfate transport in soil water and is important for modeling sulfur cycling, acid rain impacts, gypsum mineral dissolution, and sulfate reduction processes in terrestrial and aquatic environments.",,,,Class,,m2 h-1,,Diffusivity,Water,Sulfate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000280,Aqueous chloride diffusivity,Chemical tracer parameters for modeling,,CLSX,ChemTracerParsMod.txt,"The rate at which chloride ions move through aqueous solutions due to concentration gradients and high anionic mobility. This parameter governs chloride transport in soil water and is essential for modeling soil salinity, groundwater contamination, de-icing salt impacts, and chloride cycling in coastal and agricultural systems.",,,,Class,,m2 h-1,,Diffusivity,Water,Chloride,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000281,Gaseous hydrogen diffusivity,Chemical tracer parameters for modeling,,HGSG,ChemTracerParsMod.txt,"The rate at which hydrogen gas molecules move through gaseous media due to concentration gradients and small molecular size-dependent mobility. This parameter controls hydrogen gas transport in soil air spaces and is important for modeling biogeochemical hydrogen production and consumption, soil-atmosphere gas exchange, and hydrogen cycling in terrestrial systems.",,,,Class,,m2 h-1,,Diffusivity,Air,Hydrogen,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000282,Aqueous hydrogen diffusivity,Chemical tracer parameters for modeling,,HLSG,ChemTracerParsMod.txt,"The rate at which dissolved hydrogen gas molecules move through aqueous solutions due to concentration gradients and small molecular size properties. This parameter governs hydrogen gas transport in soil water and is essential for modeling anaerobic biogeochemical processes, hydrogen-based microbial metabolism, and dissolved gas dynamics in terrestrial and aquatic systems.",,,,Class,,m2 h-1,,Diffusivity,Water,Hydrogen,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000283,Argon solubility coefficient at standard ambient temperature,Chemical tracer parameters for modeling,,SARX,ChemTracerParsMod.txt,The equilibrium partitioning coefficient describing the dissolution of argon gas into aqueous solutions under standard temperature and pressure conditions. This parameter quantifies the maximum amount of argon that can dissolve in water and is important for modeling inert gas tracers and soil-atmosphere gas exchange processes in environmental studies.,,,,Class,,g solute /g gas,,Solubility,Air,Argon,Standard ambient temperature,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000284,Carbon dioxide solubility coefficient at standard ambient temperature,Chemical tracer parameters for modeling,,SCO2X,ChemTracerParsMod.txt,"The equilibrium partitioning coefficient describing the dissolution of carbon dioxide gas into aqueous solutions under standard temperature and pressure conditions. This parameter determines carbon dioxide concentrations in soil water and is fundamental for modeling carbonic acid formation, soil pH dynamics, and carbon cycling in terrestrial ecosystems.",,,,Class,,g solute /g gas,,Solubility,Air,Carbon dioxide,Standard ambient temperature,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000285,Methane solubility coefficient at standard ambient temperature,Chemical tracer parameters for modeling,,SCH4X,ChemTracerParsMod.txt,The equilibrium partitioning coefficient describing the dissolution of methane gas into aqueous solutions under standard temperature and pressure conditions. This parameter controls methane concentrations in soil water and groundwater and is essential for modeling methane transport and emissions from anaerobic environments in terrestrial and aquatic systems.,,,,Class,,g solute /g gas,,Solubility,Air,Methane,Standard ambient temperature,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000286,Oxygen solubility coefficient at standard ambient temperature,Chemical tracer parameters for modeling,,SOXYX,ChemTracerParsMod.txt,"The equilibrium partitioning coefficient describing the dissolution of oxygen gas into aqueous solutions under standard temperature and pressure conditions. This parameter determines dissolved oxygen concentrations in soil water and is crucial for modeling aerobic respiration, microbial activity, and redox conditions in terrestrial and aquatic environments.",,,,Class,,g solute /g gas,,Solubility,Air,Oxygen,Standard ambient temperature,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000287,Nitrogen solubility coefficient at standard ambient temperature,Chemical tracer parameters for modeling,,SN2GX,ChemTracerParsMod.txt,"The equilibrium partitioning coefficient describing the dissolution of nitrogen gas into aqueous solutions under standard temperature and pressure conditions. This parameter determines dissolved nitrogen concentrations in soil water and is important for modeling inert gas tracers, denitrification potential assessment, and soil-atmosphere gas exchange processes in terrestrial systems.",,,,Class,,g solute /g gas,,Solubility,Air,Nitrogen,Standard ambient temperature,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000288,Nitrous oxide solubility coefficient at standard ambient temperature,Chemical tracer parameters for modeling,,SN2OX,ChemTracerParsMod.txt,"The equilibrium partitioning coefficient describing the dissolution of nitrous oxide gas into aqueous solutions under standard temperature and pressure conditions. This parameter controls nitrous oxide concentrations in soil water and is essential for modeling greenhouse gas emissions, denitrification processes, and nitrous oxide transport in terrestrial ecosystems.",,,,Class,,g solute /g gas,,Solubility,Air,Nitrous oxide,Standard ambient temperature,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000289,Ammonia solubility coefficient at standard ambient temperature,Chemical tracer parameters for modeling,,SNH3X,ChemTracerParsMod.txt,"The equilibrium partitioning coefficient describing the dissolution of ammonia gas into aqueous solutions under standard temperature and pressure conditions. This parameter determines ammonia concentrations in soil water and is crucial for modeling ammonia volatilization, nitrogen loss from agricultural systems, and ammonia transport between soil and atmosphere.",,,,Class,,g solute /g gas,,Solubility,Air,Ammonia,Standard ambient temperature,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000290,Hydrogen solubility coefficient at standard ambient temperature,Chemical tracer parameters for modeling,,SH2GX,ChemTracerParsMod.txt,"The equilibrium partitioning coefficient describing the dissolution of hydrogen gas into aqueous solutions under standard temperature and pressure conditions. This parameter controls dissolved hydrogen concentrations in soil water and is important for modeling hydrogen-based microbial metabolism, biogeochemical hydrogen cycling, and soil-atmosphere hydrogen exchange processes.",,,,Class,,g solute /g gas,,Solubility,Air,Hydrogen,Standard ambient temperature,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000291,Water viscosity,Chemical tracer parameters for modeling,,VISCW,ChemTracerParsMod.txt,"A measure of water’s resistance to flow or, more precisely, the internal friction between its molecules when it moves. It quantifies how much force is needed to make water flow at a certain rate.",,,,Class,,Mg m-1 s,,Viscosity,Water,Water,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000292,Total soil hydrogen gas,Sum data type,,TSoilH2G_lnd,EcoSimSumDataType.txt,The cumulative mass of hydrogen gas stored across all soil layers and spatial grid cells in a modeling domain. This integrated measure reflects the balance between hydrogen production from fermentation processes and hydrogen consumption by methanogenic bacteria and is used for mass conservation verification in biogeochemical models.,,,,Class,,g d-2,Total,Mass,Soil,Hydrogen,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,"What is the ""d-2"" unit in all the below terms?  Implies this is not actually mass, but some kind of ratio.",,,
BERVO:0000293,Total soil gas emission,Sum data type,,SurfGas_lnd,EcoSimSumDataType.txt,"The cumulative mass flux of all gaseous compounds emitted from soil surfaces across a modeling domain. This integrated measure includes emissions of carbon dioxide, methane, nitrous oxide, and other trace gases and is essential for quantifying soil-atmosphere gas exchange and verifying mass conservation in biogeochemical models.",,,,Class,,g d-2,Total,Emission,Soil,Gas,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000294,"Total plant element (C,N,P, etc) balance",Sum data type,,PlantElemntStoreLandscape,EcoSimSumDataType.txt,"The cumulative mass of essential chemical elements stored in plant biomass across a modeling domain. This integrated measure includes carbon, nitrogen, phosphorus, and other nutrients in plant tissues and is crucial for verifying mass conservation and understanding ecosystem nutrient cycling in terrestrial biogeochemical models.",,,,Class,,g d-2,Total,,,"Plant element (C,N,P, etc)",,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000295,Cumulative hydrogen gas loss through lateral and lower boundaries,Sum data type,,H2GOU,EcoSimSumDataType.txt,The total mass of hydrogen gas lost from a modeling domain through groundwater flow and lateral transport processes. This integrated flux represents hydrogen removal via subsurface water movement and is essential for maintaining mass conservation in biogeochemical models of hydrogen cycling in terrestrial systems.,,,,Class,,g d-2,,,,Hydrogen,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000296,Total soil ion content,Sum data type,,TION,EcoSimSumDataType.txt,"The cumulative quantity of all dissolved ionic species stored in soil water across a modeling domain. This integrated measure includes essential plant nutrients such as nitrogen, phosphorus, and potassium ions as well as other dissolved species and is fundamental for assessing soil fertility and verifying mass conservation in terrestrial biogeochemical models.",,,,Class,,mol d-2,Total,Content,Soil,Ion,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000297,Total surface ion flux,Sum data type,,TIONIN,EcoSimSumDataType.txt,"The cumulative flux of dissolved ionic species entering a modeling domain through surface water inputs. This integrated measure includes ion inputs from precipitation, irrigation, and surface runoff and is essential for tracking nutrient inputs and maintaining mass conservation in terrestrial biogeochemical models.",,,,Class,,mol d-2,Total,Flux,Surface,Ion,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000298,Total subsurface ion flux,Sum data type,,TIONOU,EcoSimSumDataType.txt,The cumulative flux of dissolved ionic species lost from a modeling domain through subsurface water movement. This integrated measure includes both downward leaching through soil profiles and lateral groundwater flow and is crucial for understanding nutrient losses and maintaining mass conservation in terrestrial biogeochemical models.,,,,Class,,mol d-2,Total,Flux,Subsurface,Ion,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000299,Total soil sediment,Sum data type,,TSEDSO,EcoSimSumDataType.txt,The cumulative mass of particulate matter and sediment stored across all soil layers in a modeling domain. This integrated measure represents the total sediment pool including eroded material and suspended particles and is essential for verifying mass conservation in erosion and sediment transport models.,,,,Class,,Mg d-2,Total,Flux,Soil,Sediment,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000300,Total sediment subsurface flux,Sum data type,,TSedmErossLoss_lnds,EcoSimSumDataType.txt,The cumulative flux of particulate matter lost from a modeling domain through subsurface transport processes. This integrated measure includes sediment removal via groundwater flow and subsurface erosion and is important for understanding soil loss and maintaining mass conservation in erosion and sediment transport models.,,,,Class,,Mg d-2,Total,Flux,Subsurface,Sediment,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000301,Total soil water content,Sum data type,,WatMassStore_lnd,EcoSimSumDataType.txt,The cumulative volume of water stored across all soil layers in a modeling domain. This integrated measure represents the total water pool available for plant uptake and biogeochemical processes and is fundamental for understanding hydrological cycles and verifying water mass conservation in terrestrial ecosystem models.,,,,Class,,m3 d-2,Total,Volume,Soil,Water,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,"Changed ""water content"" to ""volume"" of ""water""",,,
BERVO:0000302,Total soil heat content,Sum data type,,HeatStore_lnd,EcoSimSumDataType.txt,The cumulative thermal energy stored across all soil layers in a modeling domain. This integrated measure represents the total heat pool affecting soil temperature dynamics and biogeochemical reaction rates and is essential for verifying energy conservation in terrestrial ecosystem models.,,,,Class,,MJ d-2,Total,Heat content,Soil,Heat,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000303,Total soil oxygen content,Sum data type,,TSoilO2G_lnd,EcoSimSumDataType.txt,The cumulative mass of oxygen stored in gaseous and dissolved forms across all soil layers in a modeling domain. This integrated measure represents the total oxygen pool available for aerobic respiration and biogeochemical processes and is crucial for verifying mass conservation in soil biogeochemical models.,,,,Class,,g d-2,Total,Mass,Soil,Oxygen,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,"Since ""g"" this is mass not volume.  Still unclear what d-2 is.",,,
BERVO:0000304,Total soil litter organic matter content,Sum data type,,LitRMStoreLndscap,EcoSimSumDataType.txt,The cumulative mass of litter-derived organic matter across all soil layers in a modeling domain. This integrated measure represents decomposing plant and microbial residues at various stages of breakdown and is essential for understanding carbon cycling and verifying organic matter mass conservation in terrestrial ecosystem models.,,,,Class,,g d-2,Total,Mass,Litter|Soil,Organic matter,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,OK to be measured in soil and litter?,
BERVO:0000305,Total soil particulate organic matter + humus carbon content,Sum data type,,POMHumStoreLndscap,EcoSimSumDataType.txt,The cumulative mass of microbially-derived organic compounds including particulate organic matter and humus across all soil layers in a modeling domain. This integrated measure represents stable and semi-stable carbon pools formed through microbial decomposition processes and is crucial for understanding long-term carbon storage and verifying mass conservation in soil biogeochemical models.,,,,Class,,g d-2,Total,Mass,Soil,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000306,Total soil ammonium content,Sum data type,,TDisolNH4_lnd,EcoSimSumDataType.txt,The cumulative mass of ammonium in dissolved and adsorbed forms across all soil layers in a modeling domain. This integrated measure represents the total ammonium pool available for plant uptake and microbial nitrification and is essential for understanding nitrogen cycling and verifying mass conservation in terrestrial biogeochemical models.,,,,Class,,g d-2,Total,Mass,Soil,Ammonium,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000307,Total soil nitrate content,Sum data type,,tNO3_lnd,EcoSimSumDataType.txt,The cumulative mass of nitrate dissolved in soil water across all soil layers in a modeling domain. This integrated measure represents the total nitrate pool available for plant uptake and denitrification processes and is crucial for understanding nitrogen cycling and verifying mass conservation in terrestrial biogeochemical models.,,,,Class,,g d-2,Total,Mass,Soil,Nitrate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000308,Total soil phosphate content,Sum data type,,TDisolPi_lnd,EcoSimSumDataType.txt,The cumulative mass of phosphate ions stored across all soil layers in a modeling domain. This integrated measure represents the total phosphate pool essential for plant energy metabolism and nucleic acid synthesis and is fundamental for understanding phosphorus cycling and verifying mass conservation in terrestrial biogeochemical models.,,,,Class,,g d-2,Total,Mass,Soil,Phosphate,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000309,Total precipitation,Sum data type,,CRAIN_lnd,EcoSimSumDataType.txt,"The sum of all forms of precipitation, including rain, snow, sleet, and hail, over a certain period. It is a crucial element of the Earth’s water cycle, and its measurement is critical for meteorology, hydrology, and climatology. Notably, total precipitation enables the quantification of water resources and facilitates the understanding of weather patterns and climate change.",,,,Class,,m3 d-2,Total,Volume,,Water,Precipitation,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,"""precipitation"" is key context",,Check for consensus on this,
BERVO:0000310,Total surface heat flux,Sum data type,,HEATIN_lnd,EcoSimSumDataType.txt,"The cumulative energy flux at the soil-atmosphere interface from latent heat, sensible heat, precipitation, irrigation, and litter inputs across a modeling domain. This integrated measure represents the total energy input to terrestrial systems and is essential for verifying energy conservation in land surface models.",,,,Class,,MJ d-2,Total,Heat flux,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
BERVO:0000311,Total organic carbon amendment,Sum data type,,tAmendOrgC_lnd,EcoSimSumDataType.txt,The cumulative mass of organic carbon added to soils through manure and organic fertilizer applications across a modeling domain. This integrated measure represents carbon inputs from agricultural management practices and is crucial for verifying mass conservation in agricultural soil biogeochemical models.,,,,Class,,g d-2,Total,Mass,,Carbon,Fertilizer,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,"""amendment"" has to go somewhere",,"Is ""fertilizer"" equivalent to ""amendment""?",
BERVO:0000312,Total organic nitrogen amendment,Sum data type,,TORGN,EcoSimSumDataType.txt,The cumulative mass of organic nitrogen added to soils through manure and organic fertilizer applications across a modeling domain. This integrated measure represents nitrogen inputs from agricultural management practices and is essential for understanding nitrogen cycling and verifying mass conservation in agricultural soil biogeochemical models.,,,,Class,,g d-2,Total,Mass,,Nitrogen,Fertilizer,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 25 2025),,,,,,
